iter	Passed	Remaining
743	3477	1196
744	3482	1192
745	3488	1187
746	3492	1182
747	3496	1178
748	3501	1173
749	3504	1168
750	3508	1163
751	3512	1158
752	3516	1153
753	3520	1148
754	3526	1144
755	3529	1139
756	3533	1134
757	3540	1130
758	3545	1125
759	3550	1121
760	3553	1116
761	3558	1111
762	3565	1107
763	3571	1103
764	3577	1099
765	3582	1094
766	3586	1089
767	3591	1085
768	3598	1080
769	3602	1076
770	3606	1071
771	3611	1066
772	3616	1061
773	3620	1057
774	3625	1052
775	3631	1048
776	3636	1043
777	3641	1039
778	3645	1034
779	3650	1029
780	3655	1025
781	3659	1020
782	3665	1015
783	3670	1011
784	3674	1006
785	3678	1001
786	3682	996
787	3687	992
788	3691	987
789	3696	982
790	3701	978
791	3706	973
792	3712	969
793	3718	964
794	3724	960
795	3729	955
796	3735	951
797	3743	947
798	3750	943
799	3755	938
800	3762	934
801	3767	930
802	3774	925
803	3778	921
804	3786	917
805	3793	913
806	3801	909
807	3807	904
808	3817	901
809	3823	896
810	3827	891
811	3832	887
812	3837	882
813	3843	878
814	3848	873
815	3854	869
816	3858	864
817	3866	860
818	3869	855
819	3873	850
820	3879	845
821	3883	840
822	3889	836
823	3894	831
824	3901	827
825	3905	822
826	3911	818
827	3916	813
828	3920	808
829	3925	804
830	3930	799
831	3934	794
832	3940	790
833	3945	785
834	3950	780
835	3955	775
836	3960	771
837	3965	766
838	3968	761
839	3972	756
840	3977	752
841	3982	747
842	3988	742
843	3994	738
844	4000	733
845	4006	729
846	4019	726
847	4028	722
848	4034	717
849	4041	713
850	4049	708
851	4057	704
852	4063	700
853	4070	695
854	4077	691
855	4083	686
856	4091	682
857	4097	678
858	4104	673
859	4109	669
860	4116	664
861	4121	659
862	4126	655
863	4131	650
864	4135	645
865	4140	640
866	4146	636
867	4151	631
868	4157	626
869	4161	621
870	4166	617
871	4170	612
872	4174	607
873	4178	602
874	4181	597
875	4185	592
876	4189	587
877	4193	582
878	4197	577
879	4202	573
880	4206	568
881	4211	563
882	4216	558
883	4220	553
884	4225	549
885	4229	544
886	4233	539
887	4237	534
888	4242	529
889	4246	524
890	4249	519
891	4253	514
892	4257	510
893	4263	505
894	4266	500
895	4271	495
896	4275	490
897	4279	486
898	4284	481
899	4287	476
900	4293	471
901	4296	466
902	4301	462
903	4305	457
904	4309	452
905	4312	447
906	4317	442
907	4320	437
908	4325	433
909	4330	428
910	4334	423
911	4338	418
912	4342	413
913	4346	408
914	4350	404
915	4354	399
916	4357	394
917	4361	389
918	4366	384
919	4369	379
920	4374	375
921	4378	370
922	4382	365
923	4385	360
924	4388	355
925	4393	351
926	4396	346
927	4401	341
928	4406	336
929	4411	332
930	4417	327
931	4421	322
932	4428	318
933	4433	313
934	4440	308
935	4446	304
936	4452	299
937	4457	294
938	4464	290
939	4469	285
940	4475	280
941	4480	275
942	4487	271
943	4493	266
944	4499	261
945	4506	257
946	4511	252
947	4515	247
948	4521	242
949	4527	238
950	4533	233
951	4537	228
952	4542	224
953	4547	219
954	4553	214
955	4556	209
956	4562	205
957	4568	200
958	4574	195
959	4578	190
960	4583	186
961	4588	181
962	4594	176
963	4599	171
964	4604	167
965	4610	162
966	4614	157
967	4618	152
968	4621	147
969	4625	143
970	4629	138
971	4634	133
972	4637	128
973	4641	123
974	4644	119
975	4648	114
976	4653	109
977	4656	104
978	4660	99
979	4663	95
980	4666	90
981	4671	85
982	4674	80
983	4679	76
984	4684	71
985	4689	66
986	4696	61
987	4701	57
988	4705	52
989	4710	47
990	4714	42
991	4718	38
992	4724	33
993	4727	28
994	4732	23
995	4737	19
996	4742	14
997	4746	9
998	4749	4
999	4752	0
