iter	RMSE
520	171.1505357
521	170.9242851
522	170.7970979
523	170.7405988
524	170.6950336
525	170.6840156
526	170.6559072
527	170.5517391
528	170.4123417
529	170.3127215
530	170.1782547
531	170.1239684
532	169.9869369
533	169.9453176
534	169.9055217
535	169.8955417
536	169.7057224
537	169.5262044
538	169.4248211
539	169.3771144
540	169.1670189
541	169.0696456
542	168.9482161
543	168.8474124
544	168.7410733
545	168.6261275
546	168.4855473
547	168.3822741
548	168.1407044
549	167.9669275
550	167.8777082
551	167.8401155
552	167.6722158
553	167.5960758
554	167.4639014
555	167.3513261
556	167.2219502
557	167.0912224
558	167.029689
559	166.9568753
560	166.8155059
561	166.7768208
562	166.7657924
563	166.5961612
564	166.4625668
565	166.3408252
566	166.2917018
567	166.27113
568	166.1153916
569	166.0692589
570	165.8832698
571	165.8005717
572	165.7517127
573	165.6184485
574	165.4878158
575	165.2909503
576	165.1003638
577	165.0990553
578	165.0231164
579	164.863105
580	164.672335
581	164.4948578
582	164.453219
583	164.4149836
584	164.1682314
585	164.1071067
586	164.0518453
587	163.9021415
588	163.7341631
589	163.5756616
590	163.4944384
591	163.4357199
592	163.3421743
593	163.1635835
594	163.0047938
595	162.9012904
596	162.8766891
597	162.7347214
598	162.5772177
599	162.5127713
600	162.4910546
601	162.3218528
602	162.1420937
603	161.9391448
604	161.8666618
605	161.8030654
606	161.7678071
607	161.714474
608	161.577135
609	161.4888045
610	161.4439782
611	161.4122629
612	161.2104697
613	161.0431931
614	160.9856297
615	160.871641
616	160.7885928
617	160.6832528
618	160.5878939
619	160.5830357
620	160.4772336
621	160.384595
622	160.3111721
623	160.2705678
624	160.213565
625	160.1876817
626	160.075245
627	159.9823271
628	159.8296953
629	159.8007678
630	159.7961901
631	159.5950346
632	159.5349097
633	159.4547868
634	159.3960042
635	159.1584062
636	159.1283192
637	159.1090756
638	158.9919943
639	158.9782751
640	158.9235274
641	158.8680168
642	158.7810743
643	158.71271
644	158.6526726
645	158.4092387
646	158.3225865
647	158.1884436
648	158.0666319
649	158.0369688
650	157.9554745
651	157.9270412
652	157.8786989
653	157.846598
654	157.6084079
655	157.4980009
656	157.4725165
657	157.438463
658	157.3122775
659	157.2428298
660	157.0543315
661	156.9084457
662	156.8290352
663	156.6410223
664	156.4857157
665	156.2892709
666	156.2735357
667	156.0972412
668	156.0156595
669	155.9336249
670	155.8751229
671	155.7939255
672	155.7408737
673	155.6174712
674	155.5422916
675	155.4807417
676	155.2390937
677	155.1518229
678	155.1141901
679	155.0955268
680	155.0348605
681	154.9865902
682	154.8937585
683	154.8198006
684	154.7432574
685	154.6929478
686	154.5006804
687	154.4404085
688	154.3778795
689	154.188411
690	154.0733923
691	153.9416164
692	153.8923645
693	153.8340145
694	153.8077546
695	153.6967959
696	153.514432
697	153.4960474
698	153.4603561
699	153.3606592
700	153.2290842
701	153.2203922
702	153.1193717
703	153.0222426
704	152.9464793
705	152.9394304
706	152.8037039
707	152.7187217
708	152.5874054
709	152.5847239
710	152.4560847
711	152.4116451
712	152.3041478
713	152.2069481
714	152.1230332
715	151.9765524
716	151.8514979
717	151.7465943
718	151.6472202
719	151.5788326
720	151.4380321
721	151.3733459
722	151.3306914
723	151.2545371
724	151.1811009
725	151.1650891
726	151.1070159
727	151.0404799
728	151.0176812
729	151.0169741
730	150.9558663
731	150.8860771
732	150.8448418
733	150.7926278
734	150.699255
735	150.6170554
736	150.5247387
737	150.5054335
738	150.422922
739	150.2743706
740	150.2220316
741	150.1354087
742	150.1131494
743	150.0486313
744	149.9902018
745	149.9032498
746	149.819823
747	149.7719739
748	149.7016637
749	149.6793833
750	149.5398746
751	149.5299889
752	149.4525964
753	149.3594634
754	149.3044925
755	149.2119892
756	149.0999332
757	148.9866991
758	148.9456683
759	148.9117253
760	148.8751414
761	148.8718789
762	148.8151042
763	148.7690457
764	148.6866494
765	148.6397477
766	148.5484781
767	148.5408992
768	148.4214728
769	148.4006534
770	148.3242145
771	148.2053671
772	148.107669
773	147.9821268
774	147.9184406
775	147.8536691
776	147.8516701
777	147.7653957
778	147.6189673
779	147.577396
780	147.5619207
781	147.4869685
782	147.3973893
783	147.3086831
784	147.2100774
785	147.0977742
786	146.9833757
787	146.9167959
788	146.8406905
789	146.6739955
790	146.6396432
791	146.53566
792	146.4422696
793	146.3940397
794	146.3373101
795	146.2802456
796	146.2461341
797	146.2363069
798	146.1632695
799	146.1204915
800	146.0364713
801	145.9919778
802	145.9470802
803	145.8440079
804	145.8324708
805	145.787379
806	145.656562
807	145.6304747
808	145.4710163
809	145.3701704
810	145.3189384
811	145.2512317
812	145.2382199
813	145.1592276
814	145.0697122
815	145.0039703
816	144.9153528
817	144.8844402
818	144.8016492
819	144.7278013
820	144.6761423
821	144.6257213
822	144.5568176
823	144.5022025
824	144.4557837
825	144.3233926
826	144.2988851
827	144.2623622
828	144.2251765
829	144.1880744
830	144.171855
831	144.120837
832	144.0320794
833	144.0317838
834	143.9423712
835	143.8564372
836	143.8249884
837	143.7347567
838	143.6470988
839	143.574887
840	143.5713951
841	143.456538
842	143.4245774
843	143.3315751
844	143.126135
845	143.0409084
846	142.988865
847	142.9540202
848	142.8935958
849	142.8687945
850	142.8120103
851	142.6910231
852	142.6565408
853	142.6307958
854	142.6304292
855	142.567655
856	142.5555987
857	142.5246426
858	142.4303788
859	142.3687025
860	142.2824939
861	142.26178
862	142.0993671
863	141.9755857
864	141.9167419
865	141.8841566
866	141.8694046
867	141.7540861
868	141.6852326
869	141.6793927
870	141.5428904
871	141.4839955
872	141.3891847
873	141.3680057
874	141.3444631
875	141.2783425
876	141.2378535
877	141.2071121
878	141.1797606
879	141.1249311
880	141.0414289
881	141.0310982
882	140.9631022
883	140.9492521
884	140.8880891
885	140.760653
886	140.7075339
887	140.634326
888	140.5191557
889	140.5007573
890	140.4516435
891	140.4008063
892	140.3542274
893	140.2990931
894	140.1920498
895	140.1876037
896	140.1308076
897	140.099029
898	140.0132762
899	139.9856234
900	139.9434358
901	139.8801493
902	139.7954676
903	139.7335804
904	139.6899771
905	139.6368438
906	139.5624788
907	139.5097013
908	139.4676197
909	139.3262771
910	139.2527453
911	139.2071417
912	139.2036304
913	139.1599874
914	139.1190825
915	139.118647
916	139.1020378
917	139.0575389
918	139.0402219
919	139.0123207
920	138.9830697
921	138.9439108
922	138.8926157
923	138.8660894
924	138.8404405
925	138.8253412
926	138.704745
927	138.6688139
928	138.6616566
929	138.6597275
930	138.6351134
931	138.5969625
932	138.5649957
933	138.5389014
934	138.5172775
935	138.5101945
936	138.4840384
937	138.4777548
938	138.3794799
939	138.3481065
940	138.2863802
941	138.2240285
942	138.1998493
943	138.1293074
944	138.0727685
945	138.0377885
946	137.948267
947	137.9104939
948	137.8074651
949	137.6970454
950	137.654544
951	137.5566565
952	137.5296074
953	137.5163378
954	137.4862751
955	137.4847913
956	137.400144
957	137.3210286
958	137.2546901
959	137.1869587
960	137.1388555
961	137.0924752
962	137.0342291
963	137.0177245
964	136.9432646
965	136.8847292
966	136.8121826
967	136.7752481
968	136.7736738
969	136.7708031
970	136.7627305
971	136.6788888
972	136.6231804
973	136.5616032
974	136.5221515
975	136.4762331
976	136.3629618
977	136.2970519
978	136.254521
979	136.2167363
980	136.2000374
981	136.167459
982	136.1615176
983	136.1530242
984	136.0795417
985	136.06648
986	136.0519927
987	135.9973073
988	135.9114296
989	135.8510639
990	135.7149281
991	135.619495
992	135.6004665
993	135.5613473
994	135.5237319
995	135.476281
996	135.4680202
997	135.4671122
998	135.4190116
999	135.3492579
