iter	Passed	Remaining
140	228190	1390179
141	229786	1388430
142	231325	1386333
143	232888	1384392
144	234426	1382309
145	235988	1380370
146	237522	1378278
147	239053	1376171
148	240589	1374103
149	242119	1372008
150	243657	1369970
151	245198	1367951
152	246740	1365940
153	248267	1363858
154	249814	1361894
155	251410	1360193
156	253109	1359055
157	254828	1358009
158	256342	1355876
159	257858	1353756
160	259391	1351736
161	261079	1350521
162	263192	1351487
163	264877	1350228
164	266718	1349755
165	268257	1347751
166	269829	1345917
167	271317	1343669
168	272814	1341472
169	274526	1340333
170	276312	1339550
171	278574	1341044
172	280336	1340103
173	281834	1337902
174	283372	1335898
175	285567	1336973
176	287478	1336695
177	289200	1335523
178	290702	1333335
179	292436	1332211
180	294168	1331071
181	295843	1329670
182	297468	1328041
183	299002	1326012
184	300558	1324082
185	302087	1322037
186	303644	1320121
187	305163	1318045
188	306741	1316228
189	308302	1314341
190	309814	1312251
191	311876	1312478
192	313858	1312352
193	315859	1312281
194	317811	1311991
195	319447	1310386
196	321078	1308759
197	322651	1306901
198	324210	1304987
199	325724	1302897
200	327283	1300993
201	328803	1298936
202	330399	1297184
203	331923	1295153
204	333450	1293136
205	334962	1291067
206	336475	1289008
207	337984	1286941
208	339498	1284895
209	341060	1283038
210	342589	1281057
211	344121	1279091
212	345641	1277087
213	347194	1275210
214	348715	1273215
215	350282	1271397
216	351817	1269462
217	353362	1267567
218	355019	1266074
219	356569	1264202
220	358131	1262372
221	359640	1260360
222	361163	1258404
223	362687	1256451
224	364225	1254555
225	365788	1252743
226	367318	1250823
227	368867	1248970
228	370397	1247057
229	371930	1245157
230	373466	1243270
231	375022	1241454
232	376584	1239659
233	378115	1237763
234	379634	1235832
235	381141	1233866
236	382670	1231972
237	384170	1229992
238	385706	1228128
239	387258	1226319
240	388778	1224410
241	390413	1222865
242	391943	1220991
243	393462	1219089
244	395001	1217250
245	396521	1215353
246	398059	1213517
247	399610	1211723
248	401244	1210178
249	402791	1208374
250	404328	1206542
251	405867	1204717
252	407409	1202903
253	408927	1201023
254	410472	1199223
255	412076	1197598
256	413631	1195829
257	415156	1193978
258	416695	1192168
259	418322	1190611
260	419912	1188948
261	421453	1187147
262	422991	1185340
263	424524	1183524
264	426050	1181687
265	427624	1179986
266	429302	1178573
267	430845	1176785
268	432399	1175033
269	433942	1173250
270	435470	1171430
271	437010	1169646
272	438581	1167945
273	440122	1166164
274	441668	1164397
275	443185	1162559
276	444727	1160786
277	446379	1159302
278	448004	1157745
279	449901	1156889
280	451789	1156002
281	453367	1154318
282	454879	1152468
283	456654	1151284
284	458187	1149487
285	459946	1148258
286	461443	1146373
287	462957	1144534
288	464454	1142653
289	466005	1140911
290	467783	1139720
291	469300	1137893
292	471171	1136921
293	473096	1136075
294	475021	1135221
295	476553	1133425
296	478074	1131604
297	479580	1129749
298	481302	1128403
299	482894	1126754
300	484420	1124949
301	486030	1123341
302	487597	1121636
303	489134	1119859
304	490667	1118078
305	492242	1116392
306	493835	1114748
307	495499	1113266
308	497288	1112060
309	498966	1110602
310	500506	1108839
311	502076	1107142
312	503609	1105366
313	505110	1103522
314	506859	1102218
315	509266	1102336
316	511518	1102104
317	514024	1102404
318	515808	1101145
319	517653	1100012
320	519283	1098423
321	520891	1096783
322	522448	1095039
323	524034	1093356
324	525669	1091774
325	527434	1090463
326	529322	1089399
327	530865	1087626
328	532367	1085770
329	533855	1083889
330	535479	1082282
331	537475	1081426
332	539500	1080621
333	541289	1079336
334	542874	1077646
335	544358	1075756
336	545871	1073925
337	547357	1072043
338	548855	1070187
339	550592	1068797
340	552080	1066923
341	553859	1065613
342	555382	1063808
343	557071	1062322
344	558621	1060571
345	560425	1059301
346	562025	1057644
347	563589	1055920
348	565120	1054135
349	566662	1052373
350	568185	1050576
351	569753	1048864
352	571265	1047049
353	572800	1045279
354	574310	1043465
355	575847	1041701
356	577362	1039899
357	578875	1038095
358	580442	1036388
359	582006	1034678
360	583556	1032943
361	585124	1031241
362	586662	1029487
363	588258	1027836
364	589816	1026118
365	591358	1024374
366	592912	1022653
367	594475	1020947
368	596110	1019365
369	597808	1017889
370	599298	1016061
371	600802	1014258
372	602303	1012452
373	603826	1010682
374	605314	1008856
375	607061	1007463
376	608970	1006336
377	610907	1005249
378	612782	1004057
379	614402	1002445
380	615968	1000746
381	617534	999048
382	619072	997304
383	620595	995539
384	622171	993858
385	623735	992158
386	625404	990627
387	627135	989192
388	628983	987941
389	630629	986369
390	632125	984563
391	633864	983136
392	635373	981352
393	636908	979609
394	638405	977811
395	640096	976308
396	641589	974504
397	643082	972702
398	645059	971631
399	646662	969994
400	648161	968202
401	649670	966425
402	651695	965414
403	653315	963801
404	654878	962105
405	656397	960345
406	657926	958600
407	659532	956968
408	661136	955334
409	662680	953613
410	664306	952011
411	665860	950305
412	667446	948646
413	668983	946919
414	670539	945218
415	672114	943544
416	673696	941882
417	675240	940167
418	676899	938611
419	678471	936936
420	680068	935296
421	681772	933801
422	683399	932202
423	685428	931148
424	687395	930005
425	689031	928412
426	690857	927075
427	692567	925580
428	694544	924439
429	696372	923098
430	698143	921678
431	699765	920062
432	701358	918406
433	702906	916694
434	704435	914956
435	706000	913266
436	707522	911521
437	709041	909774
438	710910	908475
439	712574	906913
440	714136	905220
441	715655	903474
442	717166	901719
443	718711	900008
444	720206	898235
445	721981	896811
446	723492	895058
447	725008	893314
448	726530	891577
449	728030	889814
450	729534	888058
451	731031	886294
452	732525	884528
453	734050	882800
454	735995	881577
455	737649	880002
456	739152	878248
457	740642	876480
458	742141	874724
459	743990	873380
460	745690	871859
461	747304	870237
462	748862	868551
463	750570	867038
464	752147	865374
465	753714	863698
466	755274	862015
467	756828	860326
468	758421	858681
469	760106	857140
470	761688	855484
471	763232	853785
472	764809	852123
473	766384	850459
474	767947	848784
475	769512	847110
476	771067	845425
477	772642	843763
478	774574	842491
479	776324	841018
480	777833	839284
481	779341	837549
482	780900	835870
483	782408	834138
484	783933	832424
485	785600	830861
486	787639	829689
487	789459	828285
488	791282	826882
489	792805	825164
490	794646	823778
491	796198	822090
492	797797	820453
493	799345	818762
494	800866	817045
495	802386	815328
496	803897	813602
497	805409	811879
498	807105	810340
499	809241	809241
500	811185	807947
501	813013	806534
502	814715	804997
503	816257	803301
504	817806	801612
505	819358	799927
506	820940	798271
507	822573	796665
508	824183	795037
509	825731	793350
510	827261	791645
511	828791	789941
512	830295	788214
513	831825	786511
514	833371	784825
515	834893	783117
516	836447	781439
517	838009	779769
518	839555	778085
519	841143	776440
520	842824	774881
521	844390	773216
522	845980	771572
523	847545	769907
524	849154	768282
525	850806	766696
526	852363	765024
527	853899	763334
528	855440	761649
529	857058	760032
530	858765	758495
531	860434	756923
532	862018	755276
533	863565	753598
534	865094	751904
535	866682	750262
536	868225	748581
537	869818	746944
538	871741	745589
539	873313	743934
540	874896	742287
541	876518	740674
542	878078	739009
543	879601	737312
544	881148	735637
545	882734	733995
546	884569	732559
547	886354	731080
548	888053	729530
549	889800	728018
550	891534	726495
551	893191	724909
552	894986	723433
553	896581	721797
554	898139	720130
555	899694	718460
556	901254	716796
557	902818	715135
558	904405	713493
559	906012	711866
560	907546	710183
561	909784	709049
562	911735	707688
563	913552	706221
564	915554	704896
565	917301	703372
566	918865	701708
567	920437	700051
568	922008	698392
569	923567	696726
570	925135	695066
571	926812	693489
572	928989	692283
573	930821	690818
574	932708	689393
575	934274	687729
576	935821	686053
577	937347	684361
578	938880	682674
579	940429	681000
580	942640	679804
581	944297	678206
582	945809	676505
583	947338	674816
584	948890	673144
585	950444	671474
586	951975	669788
587	953569	668147
588	955094	666457
589	956649	664790
590	958195	663116
591	959750	661449
592	961320	659793
593	962925	658161
594	964436	656465
595	965959	654777
596	967487	653094
597	969034	651424
598	970552	649735
599	972099	648066
600	973639	646393
601	975345	644829
602	977472	643543
603	979138	641951
604	981046	640517
605	982766	638960
606	984655	637511
607	986343	635932
608	988071	634377
609	989686	632750
610	991209	631064
611	992752	629391
612	994302	627724
613	995840	626049
614	997370	624369
615	998908	622696
616	1000450	621025
617	1001967	619339
618	1003756	617820
619	1005534	616295
620	1007291	614756
621	1009074	613232
622	1010912	611740
623	1012528	610113
624	1014043	608426
625	1015812	606891
626	1017498	605306
627	1019083	603660
628	1020610	601981
629	1022152	600311
630	1023702	598646
631	1025332	597029
632	1026909	595380
633	1028470	593722
634	1030001	592047
635	1031790	590521
636	1033936	589197
637	1035475	587526
638	1037015	585856
639	1038595	584209
640	1040193	582573
641	1041757	580917
642	1043302	579251
643	1044840	577582
644	1046381	575915
645	1047940	574258
646	1049529	572618
647	1051064	570948
648	1052604	569282
649	1054112	567599
650	1055685	565950
651	1057744	564563
652	1059275	562891
653	1060800	561218
654	1062359	559563
655	1063888	557892
656	1065436	556232
657	1067001	554581
658	1068546	552919
659	1070472	551455
660	1072554	550069
661	1074066	548390
662	1075963	546907
663	1077760	545372
664	1079324	543720
665	1080871	542058
666	1082442	540409
667	1084468	538987
668	1086240	537437
669	1087873	535818
670	1089926	534405
671	1091843	532923
672	1093699	531411
673	1095827	530029
674	1097383	528369
675	1098911	526697
676	1100427	525019
677	1101924	523332
678	1103993	521917
679	1105828	520389
680	1108015	519026
681	1109548	517355
682	1111129	515707
683	1113010	514197
684	1114799	512645
685	1116986	511273
686	1118523	509603
687	1120829	508283
688	1122563	506701
689	1124168	505061
690	1125908	503481
691	1127462	501818
692	1129082	500185
693	1130780	498586
694	1132361	496935
695	1133968	495296
696	1135528	493637
697	1137079	491974
698	1138669	490328
699	1140233	488671
700	1141810	487020
701	1143361	485358
702	1144926	483702
703	1146567	482079
704	1148137	480426
705	1149916	478860
706	1151804	477339
707	1153579	475769
708	1155063	474081
709	1156568	472401
710	1158375	470844
711	1160830	469549
712	1162595	467973
713	1164557	466475
714	1167104	465209
715	1168914	463647
716	1171248	462291
717	1172824	460635
718	1174333	458953
719	1175838	457270
720	1177331	455583
721	1179099	454002
722	1181474	452653
723	1183492	451165
724	1185318	449603
725	1187366	448124
726	1189128	446536
727	1191079	445018
728	1193035	443501
729	1195469	442160
730	1197768	440765
731	1199958	439329
732	1201672	437716
733	1203264	436060
734	1204829	434394
735	1206377	432722
736	1207876	431033
737	1209368	429342
738	1210865	427653
739	1212384	425973
740	1214346	424447
741	1216152	422866
742	1218005	421301
743	1219837	419729
744	1221726	418174
745	1223740	416662
746	1225722	415137
747	1227851	413661
748	1229968	412179
749	1231961	410653
750	1234023	409150
751	1236217	407688
752	1238239	406168
753	1240559	404744
754	1242609	403230
755	1244691	401725
756	1246613	400167
757	1248451	398582
758	1250334	397010
759	1252250	395447
760	1254149	393878
761	1256250	392372
762	1258309	390850
763	1260345	389321
764	1262398	387795
765	1264605	386315
766	1266892	384857
767	1268848	383298
768	1270835	381746
769	1272786	380182
770	1274821	378643
771	1276916	377120
772	1278918	375568
773	1280868	374000
774	1282906	372456
775	1284844	370882
776	1286826	369320
777	1288832	367764
778	1291061	366270
779	1292919	364669
780	1294865	363092
781	1296734	361493
782	1298569	359884
783	1300531	358309
784	1302446	356721
785	1304449	355155
786	1306555	353616
787	1308528	352040
788	1310503	350464
789	1312510	348895
790	1314634	347355
791	1316669	345792
792	1318483	344169
793	1320420	342577
794	1322268	340962
795	1324092	339340
796	1325933	337722
797	1327851	336122
798	1329765	334521
799	1331723	332930
800	1333592	331316
801	1335454	329700
802	1337300	328079
803	1339127	326454
804	1341001	324838
805	1342877	323223
806	1344742	321605
807	1346671	320001
808	1348618	318400
809	1350641	316817
810	1352640	315226
811	1354657	313639
812	1356702	312058
813	1358764	310479
814	1360854	308905
815	1362817	307302
816	1364875	305718
817	1366990	304146
818	1368893	302527
819	1370883	300925
820	1372874	299323
821	1375082	297767
822	1377122	296173
823	1379298	294607
824	1381277	292998
825	1383439	291426
826	1385569	289847
827	1387638	288253
828	1389645	286645
829	1391503	285006
830	1393463	283387
831	1395347	281752
832	1397326	280136
833	1399295	278516
834	1401291	276901
835	1403223	275273
836	1405166	273646
837	1407172	272030
838	1409329	270443
839	1411709	268897
840	1413682	267271
841	1415616	265638
842	1417483	263991
843	1419428	262358
844	1421295	260710
845	1423212	259071
846	1425134	257432
847	1427051	255792
848	1428996	254156
849	1430984	252526
850	1432917	250886
851	1434874	249250
852	1436791	247606
853	1438697	245959
854	1440657	244322
855	1442568	242675
856	1444497	241030
857	1446637	239420
858	1448622	237783
859	1450538	236134
860	1452403	234476
861	1454348	232830
862	1456385	231199
863	1458260	229541
864	1460267	227903
865	1462294	226267
866	1464274	224623
867	1466261	222979
868	1468274	221339
869	1470209	219686
870	1472243	218047
871	1474255	216404
872	1476285	214763
873	1478331	213123
874	1480312	211473
875	1482293	209822
876	1484268	208169
877	1486186	206508
878	1488100	204846
879	1490045	203188
880	1492011	201531
881	1493976	199874
882	1495924	198214
883	1497901	196557
884	1499870	194898
885	1501994	193258
886	1504016	191605
887	1506013	189947
888	1508074	188297
889	1510235	186658
890	1512269	185002
891	1514176	183330
892	1516034	181652
893	1518122	180001
894	1520054	178330
895	1521921	176651
896	1523907	174986
897	1525878	173318
898	1527750	171638
899	1529782	169975
900	1531673	168297
901	1533531	166614
902	1535426	164935
903	1537364	163259
904	1539170	161570
905	1541397	159924
906	1543527	158266
907	1545530	156595
908	1547511	154921
909	1549468	153244
910	1551458	151569
911	1553453	149894
912	1555362	148210
913	1557291	146528
914	1559263	144849
915	1561226	143169
916	1563109	141481
917	1565110	139802
918	1567084	138121
919	1569130	136446
920	1571006	134755
921	1572930	133067
922	1574899	131383
923	1576804	129693
924	1578681	128001
925	1580730	126321
926	1582867	124648
927	1584851	122962
928	1586859	121277
929	1588884	119593
930	1590926	117909
931	1592924	116221
932	1594938	114534
933	1596915	112844
934	1598929	111155
935	1600941	109466
936	1602945	107775
937	1604936	106083
938	1607050	104398
939	1609032	102704
940	1610958	101005
941	1612955	99311
942	1614997	97619
943	1617058	95927
944	1618964	94225
945	1620959	92528
946	1622856	90825
947	1624867	89127
948	1626794	87425
949	1628771	85724
950	1630903	84031
951	1632670	82319
952	1634537	80612
953	1636639	78915
954	1638691	77215
955	1640622	75509
956	1642565	73803
957	1644576	72100
958	1646625	70397
959	1648567	68690
960	1650626	66986
961	1652598	65279
962	1654579	63571
963	1656535	61862
964	1658523	60153
965	1660512	58444
966	1662496	56734
967	1664490	55024
968	1666454	53312
969	1668453	51601
970	1670444	49889
971	1672426	48176
972	1674412	46463
973	1676395	44749
974	1678365	43035
975	1680375	41320
976	1682367	39605
977	1684426	37890
978	1686473	36175
979	1688510	34459
980	1690544	32742
981	1692605	31025
982	1694658	29307
983	1696675	27588
984	1698742	25869
985	1700764	24148
986	1702834	22428
987	1704880	20707
988	1707103	18986
989	1709290	17265
990	1710867	15537
991	1712525	13810
992	1714417	12085
993	1716046	10358
994	1717744	8631
995	1719582	6905
996	1720961	5178
997	1722834	3452
998	1724355	1726
999	1726746	0
