iter	MultiClass
416	0.1068468349
417	0.1067015715
418	0.106333648
419	0.1062750331
420	0.1062030421
421	0.1061681443
422	0.105931648
423	0.1057499308
424	0.1056307897
425	0.1056056505
426	0.1055464984
427	0.1054988688
428	0.1052299598
429	0.1052047875
430	0.1051702801
431	0.104978739
432	0.1049302858
433	0.1047857804
434	0.1047201399
435	0.1046453767
436	0.1046053153
437	0.1045325349
438	0.1044924438
439	0.1044420344
440	0.1043729838
441	0.104310744
442	0.1041929994
443	0.1035531848
444	0.103526741
445	0.1034373306
446	0.1032376208
447	0.1030952213
448	0.1030638887
449	0.1029579739
450	0.102884442
451	0.102859324
452	0.1028039175
453	0.1027458405
454	0.1026856986
455	0.1026600249
456	0.1025658141
457	0.1024905568
458	0.1024488173
459	0.1023729881
460	0.1023204154
461	0.1021603496
462	0.1021102529
463	0.1019737982
464	0.1018933352
465	0.1018604287
466	0.1017493593
467	0.1017316876
468	0.1017036074
469	0.1015497988
470	0.1014432286
471	0.1014248191
472	0.1013419473
473	0.1012475992
474	0.1010920134
475	0.1010467639
476	0.1008952626
477	0.1008349672
478	0.100796792
479	0.1006862183
480	0.1006192469
481	0.1004983644
482	0.1004811252
483	0.1004075582
484	0.1000304296
485	0.09995368952
486	0.09975852445
487	0.09946719276
488	0.09940832291
489	0.0993434556
490	0.09931564279
491	0.09923778356
492	0.09923596003
493	0.09907788183
494	0.09895015517
495	0.09891510216
496	0.0988614538
497	0.09884176007
498	0.0987589082
499	0.09859568348
500	0.09850278702
501	0.09844506871
502	0.09839869712
503	0.09830558093
504	0.09824465308
505	0.09806900584
506	0.09796187348
507	0.09792274062
508	0.097812901
509	0.09774668968
510	0.09772037501
511	0.09770693948
512	0.0975848362
513	0.09754828604
514	0.09726682837
515	0.09724219901
516	0.09719322033
517	0.09708799516
518	0.09703444671
519	0.0969977864
520	0.09692629182
521	0.0968884073
522	0.09684389669
523	0.09683304616
524	0.09682220257
525	0.09675659718
526	0.09673134435
527	0.0966868055
528	0.09660839986
529	0.09657653651
530	0.09651708147
531	0.09633608375
532	0.09622165734
533	0.09608888075
534	0.09607569738
535	0.09594338753
536	0.09584413978
537	0.09582087592
538	0.09560724305
539	0.09559473728
540	0.09554798867
541	0.09552696451
542	0.09549626723
543	0.09541011002
544	0.09538216733
545	0.09521480443
546	0.0951663472
547	0.09514320059
548	0.09505587763
549	0.09493288716
550	0.09492070847
551	0.09489464822
552	0.09484564896
553	0.09463246103
554	0.09457759373
555	0.09455099887
556	0.09447185746
557	0.0943732082
558	0.09429290366
559	0.09419062033
560	0.09417706389
561	0.09407458938
562	0.09401804671
563	0.09399533396
564	0.09386717501
565	0.09381692058
566	0.09375470872
567	0.09359723849
568	0.09347163397
569	0.0933177146
570	0.0932466676
571	0.0931991178
572	0.09318723305
573	0.09317884066
574	0.09297110445
575	0.09291525951
576	0.09290534624
577	0.09287535259
578	0.09280777738
579	0.09275196305
580	0.09269558773
581	0.09260888856
582	0.092531162
583	0.09252311444
584	0.09239606324
585	0.09229424659
586	0.09227351053
587	0.09205238714
588	0.09197508083
589	0.09191117227
590	0.09174251966
591	0.09168229144
592	0.09158153176
593	0.09150179336
594	0.09148798425
595	0.09137210432
596	0.09135460473
597	0.09126448764
598	0.09125045244
599	0.09103511558
600	0.09098809079
601	0.09093497732
602	0.0908578472
603	0.09074539306
604	0.09070459829
605	0.09046718517
606	0.09041720879
607	0.09039613699
608	0.09032998449
609	0.09023231779
610	0.09001020942
611	0.0899963224
612	0.08993173094
613	0.08992102709
614	0.08986726046
615	0.0898391948
616	0.08976496576
617	0.08965959445
618	0.08954617022
619	0.08939860778
620	0.08932918915
621	0.0892288255
622	0.08900596764
623	0.08885735624
624	0.08883178911
625	0.08874989016
626	0.08870393196
627	0.08850284379
628	0.0884519496
629	0.08832244821
630	0.08817471466
631	0.08815419474
632	0.08814273542
633	0.08803330142
634	0.08799521962
635	0.08795039393
636	0.08791941723
637	0.08789681344
638	0.08787109179
639	0.08779585096
640	0.08768756615
641	0.08763624832
642	0.08758783288
643	0.08755769708
644	0.08752203923
645	0.08741703904
646	0.08725919492
647	0.08724050416
648	0.08711092841
649	0.08701683247
650	0.08694804069
651	0.08675895552
652	0.08673965411
653	0.08671807316
654	0.08667907823
655	0.08660474174
656	0.08653930364
657	0.08649001511
658	0.08647995893
659	0.08646746785
660	0.08642457965
661	0.0863621353
662	0.0862940565
663	0.08623554066
664	0.0861412998
665	0.08613303551
666	0.08602877255
667	0.08591155433
668	0.08581607807
669	0.08571961893
670	0.08563000348
671	0.08561999853
672	0.08560262096
673	0.08556403396
674	0.08556268917
675	0.08553040111
676	0.08545235288
677	0.0854235212
678	0.08541043148
679	0.08537966061
680	0.08532014471
681	0.08518651329
682	0.08511758796
683	0.085062257
684	0.08502081049
685	0.08501645431
686	0.0849903802
687	0.08495522754
688	0.08484119485
689	0.08480720145
690	0.08473362717
691	0.08469602893
692	0.08461680943
693	0.08456431703
694	0.08449890779
695	0.08423414031
696	0.0841545718
697	0.08415338044
698	0.08411047429
699	0.08407912915
700	0.0839268224
701	0.08385490627
702	0.08381750179
703	0.08370520122
704	0.08363268046
705	0.08358561095
706	0.08352147877
707	0.08340671388
708	0.083378599
709	0.08329103532
710	0.083228994
711	0.08307373522
712	0.08298622117
713	0.08289016298
714	0.08282981752
715	0.0828121529
716	0.08264985752
717	0.08253061805
718	0.08249311981
719	0.08239576737
720	0.08235488557
721	0.08232518926
722	0.08225178628
723	0.08221337488
724	0.08219013506
725	0.08204395225
726	0.08200153873
727	0.08190678349
728	0.08186597684
729	0.08185396825
730	0.08181392162
731	0.08173313414
732	0.08173145729
733	0.08169423393
734	0.08165529663
735	0.08158729207
736	0.08155120729
737	0.08144485754
738	0.0814358028
739	0.0813071905
740	0.08126533024
741	0.08114485924
742	0.08114310489
743	0.0810493109
744	0.08100653667
745	0.08094101547
746	0.08091581345
747	0.08077599974
748	0.08076444164
749	0.08061525401
750	0.08053992102
751	0.08041239875
752	0.0803260938
753	0.08030702995
754	0.08029774458
755	0.08026065596
756	0.08019923603
757	0.0801245391
758	0.08004950553
759	0.07999521062
760	0.07993067337
761	0.07991649937
762	0.07982379471
763	0.07980307591
764	0.0797876256
765	0.07974614548
766	0.07971101534
767	0.07963887508
768	0.07958605024
769	0.07956740304
770	0.07947848231
771	0.07932096824
772	0.07923433607
773	0.07918092014
774	0.07915238273
775	0.07905476165
776	0.07903585998
777	0.07900799599
778	0.07895527581
779	0.07894813583
780	0.07890263838
781	0.07887867146
782	0.07886481521
783	0.07881584083
784	0.07875140673
785	0.07857922383
786	0.07852109775
787	0.07850937191
788	0.07839446393
789	0.07837232292
790	0.07835384073
791	0.07829813318
792	0.07823246873
793	0.07819284083
794	0.07808762176
795	0.07794944556
796	0.07793034895
797	0.07786453901
798	0.07780108433
799	0.07771944138
800	0.07771263285
801	0.07770220283
802	0.07759033223
803	0.07752456543
804	0.0774044887
805	0.07738172839
806	0.07733674137
807	0.07730604977
808	0.0771385587
809	0.07710140045
810	0.07709334896
811	0.07705768324
812	0.07698992822
813	0.07683881221
814	0.07681727126
815	0.07677028114
816	0.07675529168
817	0.0766856311
818	0.07654707085
819	0.07650549475
820	0.07646490985
821	0.07640457289
822	0.07638970173
823	0.07635639728
824	0.07634721516
825	0.07631522588
826	0.07627029197
827	0.07625966016
828	0.07622503218
829	0.0761852224
830	0.07611252968
831	0.07606335792
832	0.07595413517
833	0.07591305928
834	0.07587916077
835	0.07586659367
836	0.0756523853
837	0.07542079155
838	0.0753747631
839	0.07530551131
840	0.07508459297
841	0.07504260001
842	0.07490576932
843	0.07488613596
844	0.07485574191
845	0.07473422855
846	0.07469791727
847	0.07468740233
848	0.07462201863
849	0.07460935106
850	0.07457200595
851	0.0744282524
852	0.07437966804
853	0.07437509748
854	0.07433484426
855	0.07420394416
856	0.0741402038
857	0.07413335139
858	0.07411013195
859	0.07406566902
860	0.0740306412
861	0.07396099779
862	0.0738540926
863	0.07372963753
864	0.07363731975
865	0.07359636735
866	0.07350363452
867	0.07346024666
868	0.07341859584
869	0.07339453065
870	0.0732613101
871	0.07324549308
872	0.07311472055
873	0.07307059961
874	0.07284202376
875	0.0727756738
876	0.07273909051
877	0.07270777001
878	0.07262031893
879	0.07260852141
880	0.07256911536
881	0.07250537654
882	0.07247230201
883	0.07244554727
884	0.07241951009
885	0.07235244381
886	0.07231617455
887	0.07227301217
888	0.07223202972
889	0.07220453642
890	0.07208226339
891	0.07204344553
892	0.07201944814
893	0.07198962867
894	0.07195577368
895	0.0719373055
896	0.07188760214
897	0.07185866431
898	0.07184682111
899	0.07174717858
900	0.07169952617
901	0.07169433869
902	0.07154127632
903	0.07149286457
904	0.07130158716
905	0.0712933536
906	0.07124588237
907	0.07123215808
908	0.07115932932
909	0.07111805742
910	0.07107768591
911	0.07100236321
912	0.07096354841
913	0.07088121539
914	0.07081357771
915	0.07072030366
916	0.07062053488
917	0.07057197451
918	0.07052763791
919	0.07050804774
920	0.07046481235
921	0.07041660512
922	0.07031643587
923	0.07029347707
924	0.07024443822
925	0.07020561326
926	0.07017895647
927	0.07016112135
928	0.07014800162
929	0.07010586315
930	0.07003227598
931	0.06997770954
932	0.06985830039
933	0.06981245149
934	0.06975598893
935	0.06971505583
936	0.06965190559
937	0.06960485808
938	0.06948664248
939	0.06932985518
940	0.06927830372
941	0.06927297127
942	0.06918635641
943	0.06907205425
944	0.06906182413
945	0.06900204213
946	0.0689613369
947	0.06892055089
948	0.06888821794
949	0.06885652464
950	0.06879293352
951	0.06878120146
952	0.06875376042
953	0.06869878945
954	0.06864195447
955	0.0685829829
956	0.06855253665
957	0.06851553188
958	0.06851202457
959	0.06843821428
960	0.06836371682
961	0.06833686285
962	0.06829270788
963	0.06824816149
964	0.06820730517
965	0.06811590651
966	0.06809765451
967	0.06807632462
968	0.06803375869
969	0.06799862436
970	0.06790406858
971	0.06787557701
972	0.06777285997
973	0.06775432862
974	0.06772305242
975	0.06769750705
976	0.06768692558
977	0.06763796537
978	0.06761180318
979	0.06757250837
980	0.0675561941
981	0.06747715856
982	0.06741219835
983	0.06739848414
984	0.06736535586
985	0.06724772463
986	0.06719425395
987	0.06716881657
988	0.0671282785
989	0.06707376033
990	0.06701381066
991	0.06700422368
992	0.06699158032
993	0.06698554451
994	0.06694398491
995	0.0669240787
996	0.06692056633
997	0.06689011792
998	0.06687876099
999	0.06686611725
